artist,country,year,country-guess,source,genres
Sharkweek,NZ,2025,NZ,,"Dub; Electronica"
Sharkweek + Haszari,,2022,,,
"Sharkweek, Haszari",,2023,,,
Sharon Jones & The Dap-Kings,,2007,,,
Sharon Phillips,,2006,,,
Sharon Van Etten,,2025,,,
Sharooz,,2011,,,
Sharooz pres. 40kHz,,2006,,,
Shazam,,2009,,,
Shazza,,2012,,,
Shear Jashub,,,,,
Shedbug,,2019,,,
Shelley Parker,,2020,,,
Shenoda,,2012,,,
Shiba San,,2017,,,
"Shiba San, CID & ALL U NEED",,2024,,,
Shida Shahabi,,2019,,,
Shiffer,,2018,,,
Shiner,NZ,1997,NZ,,
Shinichi Atobe,,2020,,,
Shinichi Osawa,,2009,,,
"Shinya Sugimoto, Jeremy Young & Julia Kent",,2017,,,
Shli,NZ,2024,NZ,,"Breakbeat; Techno"
Shlømo,,2019,,,
Shonky,,2006,,,
Shopliftas,,2009,,,
"Shredders, P.O.S & Sims",,2017,,,
Shur-I-Kan,,2015,,,
Shut Up & Dance,,2007,,,
Shuttle358,,2004,,,
Shy Child,,2010,,,
Shy FX,,2019,,,
Shystie ft. Sub Zero,,2009,,,
Si Begg,,2017,,,
SiS,,2010,,,
Sia,,2008,,,
Sian,,2014,,,
Sidney Charles & Kolter,,2025,,,
Sidney Samson,,2009,,,
Signer,,2000,NZ,https://musicbrainz.org/artist/1672c366-8bf2-48fe-85a5-2937d8890561,
Silas & Snare,,2016,,,
Siles & Aboga,,2014,,,
Silicone Soul,,2009,,,
Silva Bumpa,,2025,,,
Silvestre,,2020,,,
Silvia Kastel,,2017,,,
Simao,,2019,,,
Simian Mobile Disco,,2018,,,
Simina Grigoriu,,2021,,,
Simo Cell,,2021,,,
Simon Baker,,2008,,,
Simon Trpčeski,,2005,,,
Simon Vincenzi,,2007,,,
Simone Dinnerstein & Baroklyn,,2025,,,
Sinden & Count Of Monte Cristal,,2007,,,
Sinden & Count Of Monte Cristal / Blaqstarr,,,,,
"Sinden, The Count",,2008,,,
Singr,,2024,,,
Singular Anomalies,,2024,,,
Sinisa Tamamovic,,2023,,,
Sir Charles Mackerras & English Chamber Orchestra,,1983,,,
Sir Spyro,,2016,,,
Site Nonsite,,2024,,,
Six60,NZ,2011,NZ,,
Sixto Rodriguez,,2014,,,
Skee Mask,,2024,,,
Skee Mask & MJK,,2023,,,
Skellig,NZ,2025,NZ,,
Skid Row,,1991,,,
Skin On Skin,,2022,,,
Skin On Skin & X CLUB.,,2022,,,
Skream,,2009,,,
Skrillex,,2010,,,
"Skrillex, Fred again.. & Flowdan",,2023,,,
Skudge,,2020,,,
Skye,,2006,,,
Skymning,NZ,2021,NZ,https://musicbrainz.org/artist/2527445a-d570-44b1-8f9c-d03d48f57209,"Breakbeat; Dubstep; Techno"
Slam,,2008,,,
Slam & AnD,,2022,,,
Slater Hogan & John Larner,,2006,,,
Slava Grigoryan,,2006,,,
Sleaford Mods,,2025,,,
Sleazy-E,,2008,,,
Slim Fat Reducer,,2007,,,
Slim Thug,,2009,,,
Slowly Rolling Camera,,2024,,,
Sly & Robbie,,1987,,,
Slyde,,2011,,,
Slyone,,2016,,,
Smash TV,,2017,,,
Smashproof,,2009,NZ,https://musicbrainz.org/artist/eb83a23b-7456-44e4-a848-1a2373dc6703,
Smithmonger,,2006,,,
Snake Charmer,,2009,,,
Sneaker Pimps,,2020,,,
Sneaky Sound System,,2008,,,
Snoop Dogg,,2003,,,
So Inagawa,,2009,,,
SoNic Smith,NZ,2013,NZ,,
"SoNic Smith, Haszari",,2012,,,
Soane,NZ,1998,NZ,,
Sobolik,,2025,,,
Soccer Mommy,,2022,,,
Social Sport,NZ,2025,NZ,,"Breakbeat; Techno"
Social Sport & Jaga,,2022,,,
Social Sport & Shli,NZ,2025,NZ,,
Soda Inc,,2004,,,
Sofie Birch,,2020,,,
Soft Tigers,,2007,,,
Sohodolls,,2007,,,
Sola Rosa,NZ,2005,NZ,,
Solange,,2009,,,
Solartape,,2013,,,
Solee,,2017,,,
Solid Groove,,2010,,,
Solid Groove & Sinden,,2006,,,
Solo,,2010,,,
Solomon Grey,,2013,,,
Solomun,,2011,,,
Solvoid,,2012,,,
Someone Else,,2012,,,
Sometime,,2009,,,
Son.sine,NZ,2019,NZ,https://musicbrainz.org/artist/b2778622-4998-4964-bd6e-432d197cb4a2,"Minimal; Techno"
SonicC,,2010,,,
Sonny Fodera,,2013,,,
Sonny Fodera & Bontan,,2015,,,
Sonny Fodera & Cervendos,,2014,,,
Sonny Fodera & Gene Farris,,2016,,,
Sonny Rollins,,1962,,,
Soom T,,2017,,,
Sophie,,2013,,,
Sosa UK,,2021,,,
Soul Central,,2008,,,
Soul Mass Transit System,,2025,,,
Soul Of Man,,2007,,,
Soul Rebels,,2006,,,
Soul Rebels ft. Lisa Millett,,2005,,,
Soul Science,,2014,,,
Soul Wun,,2025,,,
Soul of Man,,2007,,,
Soulfoundation,NZ,2023,NZ,,House
Soulja Boy vs. Bag Raiders,,2007,,,
Soulsearcher,,1995,,,
Soulwax,,2025,,,
Sound Blast Stereo,,2012,,,
Sound Proof,,,,,
Source Direct,,1995,,,
Sourcebeats,,2016,,,
Sous Sol,,2017,,,
South Rakkas Crew,,2008,,,
Southside House Collective,,2009,,,
Space Cowboy,,2013,,,
Space Dimension Controller,,2020,,,
Spank Rock,,2006,,,
Spare Time Collective,,2021,,,
Speaker Junk,,2006,,,
Special Request,,2020,,,
Specimen A,,2012,,,
SpectraSoul,,2018,,,
Speculum,,2008,,,
Spektrum,,2006,,,
Spencer & Hill,,2011,,,
Spencer Parker,,2020,,,
Spiller,,2010,,,
Spinfx,,2012,,,
Spinstyles,,2012,,,
Spireview,,2018,,,
Spirituals,,2020,,,
Splitloop,,2007,,,
Spoonhead,NZ,2011,NZ,,
Spoork,,2013,,,
Sprayhead,,2006,,,
Sputnik One,,2020,,,
Squeezer,NZ,2011,NZ,,
Squeezer Project,NZ,2010,NZ,,
St. Vincent,,2019,,,
Stacey Pullen,,2012,,,
Staffy & Andrew Shepherd,,2013,,,
Stakker,,2010,,,
Stan Getz,,2024,,,
Stan Getz & Charlie Byrd,,1960,,,
Stan Getz & João Gilberto,,1963,,,
Stanislav Tolkachev,,2024,,,
Stanton Warriors,,2013,,,
Stanton Warriors & MIA,,2011,,,
Star Eyes,,2010,,,
Starjackers ft. Wilson Roberts,,2008,,,
Stars of the Lid,,2007,,,
Static Channel & Tubby Isiah,,2019,,,
Ste Roberts,,2023,,,
Steed Lord,,2009,,,
"Stef Animal, Haszari",,2023,,,
Stef Mendesidis,,2021,,,
Stefano Albanese,,2023,,,
Stefano Noferini & Looad,,2019,,,
Steffi,,2014,,,
Stephan Bodzin,,2015,,,
Stephan Hinz & Philipp Ruhmhardt,,2014,,,
Stephan Zovsky,,2020,,,
Sterac,,2017,,,
Sterac & Scorp,,2016,,,
Stereo Heroes,,2009,,,
Stetsasonic,,1986,,,
Steve Angello,NZ,2009,NZ,,
Steve Aoki,,2010,,,
Steve Bug,,2024,,,
Steve Bug & Cle,,2018,,,
Steve Bug & Clé,,2020,,,
Steve Bug & Langenberg,,2020,,,
Steve Darko,,2021,,,
Steve Foulds,,2014,,,
Steve Hauschildt,,2018,,,
Steve Mac,,2013,,,
Steve Reich,,1998,,,
Steve Stoll,,2014,,,
Steve Vai,,1990,,,
Stevie Cox,,2023,,,
Stevie Cox & ansboy,,2026,,,
Stillhead,,2022,,,
Stimming,,2009,,,
Sting,,2007,,,
Stones Taro,,2024,,,
"Strawpeople, Breaks Co-Op",NZ,1997,NZ,,
Stray Theories,NZ,2019,NZ,,
Stretch & Vern,,2006,,,
Strider,,2006,,,
Struktur,,2018,,,
Studio Pankow,,2005,,,
Stupid Fresh,,2008,,,
Style Of Eye,,2010,,,
Style of Eye,,2009,,,
Sub Focus,,2012,,,
Sub Swara,,2010,,,
Subb An,,2011,,,
Subb-an,,2020,,,
Subb-an & Diego Krause,,2020,,,
Subcquence,,2010,,,
Subeena,,2011,,,
Subjects,,2023,,,
Substance,,1996,,,
Substance & Vainqueur,,2007,,,
Suede,NZ,2025,NZ,,
"Sufjan Stevens, Bryce Dessner, Nico Muhly & James McAlister",,2017,,,
Sugar Hill,,2024,,,
Sugar James,,2022,NZ,https://musicbrainz.org/artist/1fa4600b-26ed-4214-8c08-a90f4a8589a5,
Sui Generis,,2013,,,
Sukh Knight,,2010,,,
Sully,,2025,,,
Sunden,,2025,,,
Sunset Strippers,,2008,,,
Sunship,,2016,NZ,https://musicbrainz.org/artist/c1dea4ff-89c5-440a-9604-618e7f0079ce,
Supabeatz vs. Jay Robinson,,2010,,,
Super Mal & Phonat,,2008,,,
SuperStyleDeluxe vs. Sonny Wharton,,2007,,,
Supergroove,NZ,1994,NZ,,
Supermode,,2007,,,
Supernova,,2016,,,
Superstyle Deluxe,,2005,,,
Supreems,,2018,,,
Surgeon,,2025,,,
Surgeons Girl,,2022,,,
Suspectsystem (Cusp & Offmode),NZ,2006,NZ,,
Susso Seki Singh,,2018,,,
Sven van Hees,,,,,
Sway,,2012,,,
Swede Mason,,2011,,,
Swedish House Mafia,,2010,,,
Sweetreat,,2006,,,
Swick & Tranter,,2012,,,
Swing Out Sister,,1987,,,
Switch,,2006,,,
Switch & Andrea Martin,,2011,,,
Swoon,,2014,,,
Sydney Blu,,2008,,,
Sylvain Chauveau,,2004,,,
Syzygy,NZ,2022,NZ,,"Breakbeat; Techno"
Sébastien Léger,,2020,,,
Sébastien Tellier,,2009,,,
T Williams,,2012,,,
T-Pain ft. Lil Wayne,,2008,,,
T. Gowdy,,2022,,,
T. Wiltshire,,2020,,,
T.Markakis,,2025,,,
T.U.R.F,,2021,,,
T.Williams,,2022,,,
T2,,2007,,,
TEED,,2018,,,
TJR,,2011,,,
TMSV,,2023,,,
TOMY & PAVANE,,2023,,,
TSVI,,2020,,,
TV On The Radio,,2011,,,
TWR72,,2011,,,
Taggy Matcher,,2007,,,
Taiki Masai,,2013,,,
Tal Fussman,,2025,,,
Tale Of Us & Ovend,,2017,,,
Tambour,,2016,,,
Tangerine Dream,,1983,,,
Tania M,,2011,,,
Tania M ft. Koil Statik,,2012,,,
Tarantulaz,,2007,,,
Tash Sultana,,2021,,,
Tastemakers,,2007,,,
Taylor Deupree,,2014,,,
Taylor Swift,,2021,,,
Tchami & Malaa,,2018,,,
Technasia,,2012,,,
Technimatic,,2025,,,
Tee Ski & Shab Ruffcut,,2009,,,
Tee' Ski & Shab Ruffcut,,2009,,,
Teenage Mutants,,2012,,,
Teki Latex & Lio,,2006,,,
Teknizm & Olux,NZ,2013,NZ,,
Temeraire,,2024,,,
Ten Story,,2014,,,
Ten Walls,,2013,,,
Tennyson,,2012,,,
Tensnake,,2011,,,
Terr,,2023,,,
Teser,,2017,,,
Tessela,,2016,,,
Texture,NZ,2005,NZ,,"Dubstep; Techno"
Texture Time ft. Haszari,,2023,,,
The 2 Bears,,2013,,,
The Adults,NZ,2011,NZ,,
The Advent,,2018,,,
The Aston Shuffle,,2008,,,
The Autobots & Screwface,,2006,,,
The BPA,,2009,,,
The Backyardigans,,2005,,,
The Bahama Soul Club,,2016,,,
The Beekeepers,,2011,,,
The Beginerz,,2003,,,
The Beginerz pres. Def E,,2004,,,
The Bitwise Operators,,1997,,,
The Black Dog,,2025,,,
The Black Ghosts,,2009,,,
The Bloody Beetroots,,2010,,,
The Body Snatchers,,2007,,,
The Boogie Monsters,,2010,,,
The Brand New Heavies,,,,,
The Bravery,,2009,,,
The Brothers Nylon,,2019,,,
The Bucketheads,,1995,,,
The Bug,,2008,,,
The Bulgarian,,2010,,,
The Bulgarian ft. Spoek,,2009,,,
The Cars,,1984,,,
The Chain,,2012,,,
The Chemical Brothers,,2011,,,
The Cinematic Orchestra,,2007,,,
The Clash,,2006,,,
The Cool Kids,,2008,,,
The Count & Sinden,,2010,,,
The Count Of Monte Cristal & Herve,,2009,,,
The Count and Sinden,,2009,,,
The Crystal Method,,2007,,,
The Cure,,2024,,,
The Dance Inc.,,2007,,,
The Disco Biscuits,,2009,,,
The Egg,,2006,,,
The English Concert & Andrew Manze,,2006,,,
The English Concert & Trevor Pinnock,,1988,,,
The Faint,,2009,,,
The Field,,2018,,,
The Finger Prince,,2010,,,
The Freaks,,2006,,,
The Futureheads,,2008,,,
The Game,,2004,,,
The Ganja Kru,,2008,,,
The Gap Band,,1979,,,
The Glamour,,2009,,,
The Glass,,2009,,,
The Good People,,2021,,,
The Gossip,,2006,,,
The Great Hoax,,2009,,,
The Grid,,2010,,,
The Ian Carey Project,,2006,,,
The Incredible Melting Man,,2009,,,
The Juan Maclean,,2013,,,
The Jungle Giants,,2017,,,
The Killers,,2005,,,
The Knife,,2006,,,
The Lemonheads,,1997,,,
The Living Graham Bond,,2011,,,
The Loose Cannons,,2008,,,
The Lowbrows,,2009,,,
The Maghreban,,2020,,,
The Manhattan Transfer,,1975,,,
The Martin Brothers,,2006,,,
The Mechanisim,NZ,2012,NZ,,
The Mechanism,NZ,2012,NZ,,
The Mint Chicks,NZ,2007,NZ,,
The New Loungehead (Featuring Sulata),,,,,
The Nightcrawlers,NZ,2010,NZ,,
The Nomad,,2014,NZ,https://musicbrainz.org/artist/946f3862-25d6-418e-bf8c-1337ad32cb1c,
The Odd Chaps,NZ,2013,NZ,,
The Odd Chaps ft. jACQ,NZ,2013,NZ,,
The Ones,,2001,,,
The Only,,2010,,,
The Others,,2010,,,
The Paragons,,1981,,,
The Pharcyde,,1992,,,
The Philip Glass Ensemble,,2007,,,
The Pixies,,2008,,,
The Police,,1978,,,
The Potato Headz,,2007,,,
The Presets,,2008,,,
The Prodigy,,2010,,,
The Proxy,,2009,,,
The Ragga Twins,,2006,,,
The Rapture,,2011,,,
The Raveonettes,,2010,,,
The Red Garland Trio & Eddie Lockjaw Davis,,1959,,,
The Rogue Element,,2007,,,
The Rogue Element & Tom Real,,2007,,,
The Sabres of Paradise,,2005,,,
The Scare,,2009,,,
The Shapeshifters,,2008,,,
The Similou,,2006,,,
The Sloppy 5ths,NZ,2012,NZ,,
The Slum Vagabunds,,2018,,,
The Son,,2013,,,
The Specials,,1981,,,
The Squeeze,,2007,,,
The Stuyvesants,,2017,,,
The Subs,,2008,,,
The Sugar Hill Gang,,2003,,,
The Swiss,,2011,,,
The Teenagers,,2007,,,
The Temper Trap,,2010,,,
The Timelords & KLF,,2009,,,
The Ting Tings,,2008,,,
The Tough Alliance,,2009,,,
The Town,,2013,,,
The Toxic Avenger,,2008,,,
The Trumpets Unlimited,,1966,,,
The Vernon Spring,,2021,,,
The Virgins,,2008,,,
The Waxwings,,2020,,,
The Whip,,2013,,,
The Wiseguys,,1998,,,
The Wong Boys,,2008,,,
The Yank,,2008,,,
The Young Punx,,2010,,,
Thee Mezcalateerz,,2011,,,
Thematic,,2025,,,
Thembi Soddell,,2018,,,
Third Son,,2015,,,
Third World,,1978,,,
Thom Yorke,,2019,,,
Thomas Bangalter,,2016,,,
Thomas Fey & Heidelberg Symphony Orchestra,,2007,,,
Thomas Jack,,2014,,,
Thomas Wood,,2024,,,
Throwing Snow,,2025,,,
Thugfucker,,2011,,,
Thyladomid,,2016,,,
Thys & Kelbin,,2023,,,
"Thys, Nikki Nair & DJ ADHD",,2023,,,
Tibi Dabo,,2020,,,
Tiefschwarz,,2019,,,
Tiesto,,2010,,,
Tiesto & Hardwell,,2011,,,
Tiga,,2010,,,
Tiga & Hudson Mohawke,,2023,,,
Tiga and Zyntherius,,2008,,,
Tiger Stripes,,2025,,,
Tijn Driessen,,2024,,,
Tim Corin,NZ,2010,NZ,,
Tim Deluxe,,2010,,,
Tim Engelhardt,,2017,,,
Tim Green,,2015,,,
Tim Hecker,,2023,,,
Tim Jirgenson,,2012,,,
Tim Koch,,2020,,,
Tim Phin & Midnight Youth,,2008,,,
Tim Phin ft. ADHD,,2010,,,
Tim Richards,NZ,2010,NZ,,
Tim Richards & Joel Armstrong,NZ,2010,NZ,,
Timbaland,,2007,,,
Timmy Vegas & Andy Daniell,,2006,,,
Timo Maas & Vazik,,2024,,,
Tin Man,,2018,,,
Tinchy Stryder,,2010,,,
Tipene,,2012,NZ,https://musicbrainz.org/artist/03d81fa6-fcd8-451c-bec6-696ee4b5309f,
Tiptoes,,2024,,,
Tittsworth,,2008,,,
To My Boy,,2007,,,
"Toby Tobias, Brendan Reilly",,2012,,,
Tocadisco (ft. Vangosh),,2011,,,
Todd Bodine,,2014,,,
Todd Terje,,2017,,,
Toddla T,,2011,,,
Toecutter,,2009,,,
Toki Fuko,,2020,,,
Tokyo Street Gang,NZ,2010,NZ,,
Tom Braker & Boukorras Luc,,2013,,,
Tom Cosm,NZ,2008,NZ,,
Tom Cosm & Module,NZ,2007,NZ,,
Tom Da Lips & Josh Butler,,2016,,,
Tom Day,,2008,,,
Tom EQ,,2009,,,
Tom Neville & Guy Williams & Bones,,2009,,,
Tom Piper,,2013,,,
Tom Piper & Blaze Tripp,,2012,,,
Tom Piper & Daniel Farley,NZ,2012,NZ,,
Tom Piper & Daniel Farley ft. Charlie Mumbles,NZ,2010,NZ,,
Tom Piper & Marshall F,,2013,,,
Tom Piper & Neki Stranac,,2012,,,
Tom Piper ft. Chrome & Stylah,,2011,,,
Tom Staar,,2010,,,
Tom VR,,2020,,,
Tom VR & Lone,,2022,,,
Toman,,2021,,,
Tomb Crew,,2011,,,
Tomcraft,,2010,,,
Tommie Sunshine,,2010,,,
Tommy Farrow,,2020,,,
Tommy Four Seven,,2012,,,
Tommy Sparks,,2009,,,
Tommy Trash,,2008,,,
Tommy Villiers & Nat Slater,,2023,,,
Tone Loc,,2009,,,
Tong & Rogers,,2013,,,
Tong & Spoon,,2009,,,
Tony Romera,,2023,,,
Toolbox,NZ,1999,NZ,,
Tooth Rust,,2025,,,
Torben Boswich,,2010,,,
Tori Amos,,1996,,,
Tornado Club,,2021,,,
Toro y Moi,,2012,,,
Toronja,NZ,2022,NZ,,"Electro; Techno"
Tortoise,,1998,,,
Totally Enormous Extinct Dinosaurs,,2011,,,
Totally Enormous Extinct Dinosaurs X Redlight,,2023,,,
Totems,,2020,,,
Totó La Momposina,,2002,,,
Touche,,2006,,,
Tourist,,2022,NZ,https://musicbrainz.org/artist/54e86264-c918-49fa-9a8f-601ed44dec6c,
TrAmHeD Vs Ed Case,,2013,,,
Trabant,,2009,,,
Traffic,,1971,,,
Tragic Magic,,2008,,,
Translate & Pulso,,2019,,,
Trash Can Disco,,2013,,,
Travis Barker,,2010,,,
Trei,NZ,2010,NZ,,
Trentemøller,,2019,,,
Trevino,,2012,,,
Trevor Loveys & Shab Ruffcut,,2009,,,
Trevor Loveys & Sinden,,2007,,,
Triangle,NZ,2010,NZ,,
Tricky,,2008,,,
Tricky Meets South Rakkas Crew,,2009,,,
Tro,,2010,,,
Troffman,NZ,1999,NZ,,
Trois-Quarts Taxi System,,2025,,,
Trolley Snatcha,,2013,,,
Tronik Youth,,2007,,,
Troubleman,,2003,,,
Troy,,2020,,,
Troydon,,2007,,,
Tru Real,,2006,,,
True Tiger,,2010,,,
Truncate,,2024,,,
Trunkline,,2023,,,
Tryst (UK),,2021,,,
Tsuruda,,2023,,,
Tubby Isiah,,2020,,,
Tuff London,,2020,,,
Tunnelvisions,,2018,,,
Tunng,,2010,,,
Tunnidge,,2013,,,
Tvyks,,2011,,,
Tweakz & Freddy B,,2025,,,
Two Door Cinema Club,,2011,,,
Two For The Road,,2013,,,
Two Shell,,2021,,,
Two Swords,,2024,,,
Two Swords & Hijinx,,2024,,,
Twocker,,2008,,,
Tyree,,2012,NZ,https://musicbrainz.org/artist/1c881c61-6e2f-4f3c-8f7b-73e32ac19684,
UGK,,2007,,,
UHM & Tony Flexx,,2008,,,
UK Apache & Shy FX,,2019,,,
"UNER, Coyu & Edu Imbernon",,2013,,,
UNKLE,,2012,,,
URBAN CC & Obscure Shape,,2025,,,
US 3,,1993,,,
Uber Driver,NZ,2022,NZ,,"Electro; Techno"
Uffie,,2010,,,
Ulf Bonde,,2018,,,
Ulf Bonde & Justin Jay,,2018,,,
Ulterior Motive,,2017,,,
Umek,,2011,,,
Una Mas,,2006,,,
Undercatt,,2018,,,
Undercover Elephant,,2017,,,
Unders & Drrie,,2008,,,
Undertow,NZ,2010,NZ,,
Underworld,,2010,,,
Uner,,2013,,,
Unit 23,NZ,1997,NZ,,
United Future Organization,,,,,
Unkle,,2008,,,
Unknown Artist,,2006,,,
Unown,,2018,,,
Unwell,,2025,,,
Up Yours,,2013,,,
Urban Magic,,2006,,,
Urchins,,2010,,,
Utah Saints,,2008,,,
Utmost DJ's,,2007,,,
V.I.V.E.K,,2024,,,
VHS Or Beta,,2009,,,
VNDLSM,,2007,,,
"VOCES8, Thomas Gould, Matthew Sharp & Eleanor Turner",,2019,,,
VRIL,,2020,,,
"VRIL, Rødhåd & Out Of Place Artefacts",,2026,,,
VULTAGE,,2011,,,
VV Brown,,2010,,,
Vaccine,,2010,,,
Vadim Lankov,,2007,,,
Valdo Tornstrand,,2022,,,
Valdovinos,,2017,,,
Valique,,2008,,,
Van She,,2008,,,
Vandera,,2011,,,
Vanessa Carlton,,2002,,,
Vanessa Wagner,,2022,,,
Vangelis,,1994,,,
Vanilla Ace,,2017,,,
Vasily Umanets,,2019,,,
Vassilena Serafimova,,2012,,,
Vermont,,2017,,,
Verraco,,2024,,,
Versa,,2022,,,
Vibrasphere,NZ,2008,NZ,,
Vicknoise,,2009,,,
Viken Arman,,2015,,,
Villager,,2023,,,
Vince Guaraldi Trio,,1965,,,
Vincenzo,,2020,,,
Vincenzo pres.The Phantom Image,,2009,,,
Visages & Alix Perez,,2022,,,
Viscid,,2007,,,
Visible Cloaks,,2017,,,
Visti & Meyland,,2009,,,
Vitalic,,2010,,,
Vlad & 30Hz,,2007,,,
Vladimir Dubyshkin,,2018,,,
Vladimir Horowitz,,1964,,,
Voodoo Chilli vs. Trevor Loveys,,2007,,,
Víkingur Ólafsson,,2017,,,
WAFA,,2010,,,
WAVELAB,,2023,,,
WEISS & Harry Romero,,2020,,,
WITCH,,2011,,,
WMD,,2022,,,
WOST,,2024,,,
WTCHCRFT,,2024,,,
WWW,,2013,,,
Wahoo,,2006,,,
Waifs & Strays,,2012,,,
Wailing Souls,,1981,,,
Walker & Royce,,2017,,,
Wallflower,,2014,,,
Walter Meego,,2009,,,
Walter Murphy & The Big Apple Band,,2008,,,
Wander Vanhoucke,,2023,,,
Wareika,,2008,,,
Warren Clarke ft. Kathy Brown,,2006,,,
Warrior One,,2009,,,
Wata Igarashi & Polygonia,,2025,,,
Watch the Ride & Emz,,2022,,,
Wax Motif,,2012,,,
Wax On Mare St.,,2020,,,
Way Out West,,2006,,,
Waze & Odyssey,,2013,,,
We Have Band,,2010,,,
We Need Cracks,,2015,,,
Weeding Dub,,2015,,,
Weezer,,1994,,,
Weird Together feat. Yaw Boateng,NZ,2013,NZ,,
Westside Connection,,1996,,,
Weval,,2025,,,
Weval & Nsanshi,,2025,,,
Wheelman,,2021,,,
When Saints Go Machine,,2008,,,
Whilk & Misky,,2013,,,
White Collar Criminals,,2006,,,
Who's Who,,2008,,,
Wideboys & Lady Raggafire ft. MC JLC,,2007,,,
Wighnomy Brothers & Robag Wruhme,,2003,,,
WildChild,,1998,,,
Wiley,,2015,,,
Wiliam Roud,,2018,,,
Will Bailey,,2009,,,
Will Bailey & Mikey Hook,,2009,,,
Will Marshall,NZ,2012,NZ,,
Will Saul & Tam Cooper,,2009,,,
Will Smith,,2008,,,
William Basinski,,2003,,,
William Basinski & Lawrence English,,2018,,,
William Breakspear,NZ,2011,NZ,,
Willy Joy & Smalltown DJs,,2012,,,
Winter,NZ,2012,NZ,,
Winx & Nic Fanciulli,,2012,,,
Wisna,,2018,,,
Wizard,,2013,,,
Wojciech Golczewski,,2017,,,
Wolf Cub,,2012,,,
Wolfgang Gartner,,2011,,,
Wolfmother,,2009,,,
Womack & Womack,,2007,,,
Wong Boys,,2009,,,
Wongo,,2014,,,
Woolfy,,2009,,,
Worakls,,2014,,,
Worthy,,2012,,,
Wrongstars,,2008,,,
Wu-Tang Clan,,2009,,,
Wyatt Marshall,,2019,,,
X CLUB.,,2022,,,
X-Mode & Noiz,,2008,,,
X-Press 2,,2008,,,
XXANAXX,,2013,,,
XYZ,,2016,,,
Xhelk,,2024,,,
Xinobi,,2008,,,
Xtra Joss,NZ,2025,NZ,,
Xuzav & Delice,,2011,,,
YOTTO,,2018,,,
Yabby You,,2009,,,
Yagya,,2016,,,
Yak,,2020,,,
Yaleesa Hall,,2018,,,
Yaleesa Hall & Malin,,2015,,,
Yaleesa Hall & Malin Genie,,2018,,,
Yazzus,,2020,,,
Yelle,,2011,,,
Yevgeny Sudbin,,2005,,,
Yo Majesty,,2006,,,
Yogg,,2024,,,
Yolanda Be Cool,,2012,,,
Yolanda Be Cool & Dcup,,2010,,,
Yosaku,,2007,,,
Yosh,,2021,,,
Youandewan,,2016,,,
Young MC,,2008,,,
Young Marco,,2024,,,
Your Old Droog,,2019,,,
Yousef,,2013,,,
Yuhei Kubo,NZ,2009,NZ,,
ZZT,,2011,,,
ZZZ,,2008,,,
Zap,,2007,,,
Zeadron,,2011,,,
Zed Bias,,2013,,,
Zed Bias & Shumba Youth,,2024,,,
Zedd,,2012,,,
Zendlo & The Sunday Club,,2018,,,
Zepherin Saint & Mr. V,,2013,,,
Zer-o & Greg Wilson,,2024,,,
Zero 7,,2010,,,
Zigmund Slezak,,2012,,,
Zinc,,2012,,,
Zombie Disco Squad,,2010,,,
Zombie Nation,,2013,,,
Zomby,,2009,,,
Zoo Brazil,,2018,,,
Zopelar,,2025,,,
[SIC],,2012,,,
aya,,2025,,,
bastienGOAT,,2024,,,
bruno pewma,,2023,,,
caterina barbieri,,2019,,,
deadmau5 & Mr. Bill,,2018,,,
deepState,NZ,2021,NZ,,"Breakbeat; EDM"
diSapia,,2009,,,
dj jvs,,2024,,,
dj pgz,,2025,,,
eszsa,NZ,2022,NZ,,"Electronica; House"
fRew & The Shopliftas,,2007,,,
feroX,,2013,,,
harvo,,2024,,,
imTakt,,2013,,,
jamesjamesjames,,2022,,,
kito & Hudson Mohawke,,2018,,,
lauti mina,,2021,,,
lefthandsoundsystem,,2020,,,
loscil,,2022,,,
mixed by Haszari,,2024,,,
mixed by Hurricane Emily,,2021,,,
nickname,NZ,2023,NZ,,
nickname & Tim Shiel,,2023,,,
nineteen79,NZ,2025,NZ,,"House; Progressive; Techno"
nsu,NZ,2011,NZ,,
nsu & Haszari,,2011,,,
"nsu, Haszari",,2010,,,
outoftouch,,2024,,,
patten,,2020,,,
piri & tommy,,2021,,,
r.kitt,,2018,,,
rRoxymore,,2022,,,
rekordbox,,,,,
salute,,2025,,,
t.A.T.u.,,2002,,,
the Presets,,2006,,,
the beka,,2021,,,
the nomad,,2014,NZ,https://musicbrainz.org/artist/946f3862-25d6-418e-bf8c-1337ad32cb1c,
tstewart & Machinedrum,,2022,,,
wAFF,,2013,,,
wax mustang,,2019,,,
xxxy,,2013,,,
yunis,,2020,,,
zero dB,,2007,,,
Âme,,2018,,,
Ólafur Arnalds,,2018,,,
Ólafur Arnalds & Nils Frahm,,2016,,,
Ø [Phase] & Rødhåd,,2020,,,
øjeRum,,2025,,,
Ike Zwanniken,NZ,,NZ,,Breakbeat
LXTricity,NZ,,NZ,,"Dubstep; EDM; House"
Jay Knight,NZ,,NZ,,"Breakbeat; Dubstep; Jungle"
DJ Simon Dallow,NZ,,NZ,,"Breakbeat; Electronica; Techno"
Kraus,NZ,,NZ,,"Ambient; Electro; Electronica"
Go Nuclear,NZ,,NZ,,"Breakbeat; Electro"
Nila,NZ,,NZ,,"Progressive; Techno"
Triggs,NZ,,NZ,,
